module,address,end_address,size,name,source,source_sha256,catalog_status
STCRDDEK,0x800868e8,0x80086ad8,496,STCRDDEK_func_800868e8,src/stcrddek/stcrddek_func_800868e8.c,a77b38bd06b443c5d330849f691b13834568575ced582f05625e48d498207a84,C_MATCHING
STCRDDEK,0x80086ad8,0x80086e04,812,STCRDDEK_func_80086ad8,src/stcrddek/stcrddek_func_80086ad8.c,49e85859f64e4785f730a36fafd5aea65e8451b9466447b46b8c2e49449e2372,C_MATCHING
STCRDDEK,0x80086e04,0x80087788,2436,STCRDDEK_func_80086e04,src/stcrddek/stcrddek_func_80086e04.c,83b05d5e201bb7cab538481d0f5fd14bd95e4a1ae87dfd89f29df2a024ef35d3,C_MATCHING
STCRDDEK,0x80087788,0x800884e8,3424,STCRDDEK_func_80087788,src/stcrddek/stcrddek_func_80087788.c,603dc993fc48c4f43fb116085182b5d804c867c8578afa95e3a6fe7cd61db6aa,C_MATCHING
STCRDDEK,0x800884e8,0x80088628,320,STCRDDEK_func_800884e8,src/stcrddek/stcrddek_func_800884e8.c,160153a3453c98b84d4720c53c214862cb1659ae102412edbee24ba40212292f,C_MATCHING
STCRDDEK,0x80088628,0x80088634,12,STCRDDEK_func_80088628,src/stcrddek/stcrddek_func_80088628.c,da34f5cf0e0e5442e6e7531f0750f8372cd68da6065734eaa6f27fa2b626c4d0,C_MATCHING
STCRDDEK,0x80088634,0x800886c8,148,STCRDDEK_func_80088634,src/stcrddek/stcrddek_func_80088634.c,f5ba35344086945da77f72dea843b98d0bc49a35fe7d053a77fe72ef4e7ea965,C_MATCHING
STCRDDEK,0x800886c8,0x800887c8,256,STCRDDEK_F0x800886c8,src/stcrddek/stcrddek_func_800886c8.c,036084b2ef09db494117b22d807a17ff2c310b2061d347efc26cd81f7fc78b9d,C_MATCHING
STCRDDEK,0x800887c8,0x800887d4,12,STCRDDEK_func_800887c8,src/stcrddek/stcrddek_func_800887c8.c,02e953cb0351b2cc9df32dcf5b73c5eaf6858f284c1c0e841b6e9deb06ca8d50,C_MATCHING
STCRDDEK,0x800887d4,0x80088874,160,STCRDDEK_F0x800887d4,src/stcrddek/stcrddek_func_800887d4.c,fdb61b72cb3e347fc5b9bef77e4ec3606c9775e6912fa2dcacc6ecb7f392eae8,C_MATCHING
STCRDDEK,0x80088874,0x80088880,12,STCRDDEK_func_80088874,src/stcrddek/stcrddek_func_80088874.c,7161e57abfcedda8e556c224b0a79ded74fbda9b650d3261ec22c923cb5e0207,C_MATCHING
STCRDDEK,0x80088880,0x80088894,20,STCRDDEK_func_80088880,src/stcrddek/stcrddek_func_80088880.c,e87af2877815f63279407a44df60b46d9ace9881460cd365a7be370dd947ec6f,C_MATCHING
STCRDDEK,0x80088894,0x800888a8,20,STCRDDEK_func_80088894,src/stcrddek/stcrddek_func_80088894.c,16d2fec1abe24a9daed0045cea519fa85883bb90b7129436e9a63c813a57d7e0,C_MATCHING
STCRDDEK,0x800888a8,0x800888b0,8,STCRDDEK_func_800888a8,src/stcrddek/stcrddek_func_800888a8.c,21943ef82ec8fabb744426f6a1aa1f0c67fbf35fa97881dd7ae85cc51c2cae88,C_MATCHING
STCRDDEK,0x800888b0,0x80088ac8,536,STCRDDEK_func_800888b0,src/stcrddek/stcrddek_func_800888b0.c,809080833c16419dfa846d01211abdf3bcb791a74976e448f62d2096fea2a2ef,C_MATCHING
STCRDDEK,0x80088ac8,0x80088b34,108,STCRDDEK_F0x80088ac8,src/stcrddek/stcrddek_func_80088ac8.c,e73d7f73a79edabd764bd12775d68615f1f316670350916931d0c30d24725577,C_MATCHING
STCRDDEK,0x80088b34,0x80088d24,496,STCRDDEK_func_80088b34,src/stcrddek/stcrddek_func_80088b34.c,60bfb214437b5c06c801cb432eb0fe5d99c9a3722d404f84596fd972820ce779,C_MATCHING
STCRDDEK,0x80088d24,0x80088e74,336,STCRDDEK_func_80088d24,src/stcrddek/stcrddek_func_80088d24.c,34b7ebb144bdd4510fa46fefb020516c4f950cc2d7bb16165a5fde395972a25c,C_MATCHING
STCRDDEK,0x80088e74,0x8008924c,984,STCRDDEK_func_80088e74,src/stcrddek/stcrddek_func_80088e74.c,cda7d37661a4446290901dd1db2e52197b7d98b0693c22e7c9c3632dd8743890,C_MATCHING
STCRDDEK,0x8008924c,0x80089354,264,STCRDDEK_func_8008924c,src/stcrddek/stcrddek_func_8008924c.c,170e5ca51df411909a592909b3157782604f50db7c85bb1736171fb6180f256f,C_MATCHING
STCRDDEK,0x80089354,0x80089e98,2884,STCRDDEK_func_80089354,src/stcrddek/stcrddek_func_80089354.c,c23bc5085680a786de9f61acea8878cd2f71416196ec8a7a47b8914923adc25a,C_MATCHING
STCRDDEK,0x80089e98,0x8008a0b8,544,STCRDDEK_func_80089e98,src/stcrddek/stcrddek_func_80089e98.c,7dea0bccb436d71c9579dee77a1bde202d24dac18a2424f5c75d679691271482,C_MATCHING
STCRDDEK,0x8008a0b8,0x8008a100,72,STCRDDEK_func_8008a0b8,src/stcrddek/stcrddek_func_8008a0b8.c,fdf51374057b0e3a79cc3a0f208ca049e5dbf4e74864361c085014ab4a34d7bd,C_MATCHING
STCRDDEK,0x8008a100,0x8008a21c,284,STCRDDEK_func_8008a100,src/stcrddek/stcrddek_func_8008a100.c,5c99e4e49ef9aa848926d7acde8867e31899afb767148a5f9027bbca532e84e9,C_MATCHING
STCRDDEK,0x8008a21c,0x8008a2d8,188,STCRDDEK_func_8008a21c,src/stcrddek/stcrddek_func_8008a21c.c,c6a10086552d87478fc1bc35b6dfb16c5d7f4946d9f6c0e12a788b7f5c78619d,C_MATCHING
STCRDDEK,0x8008a2d8,0x8008a36c,148,STCRDDEK_func_8008a2d8,src/stcrddek/stcrddek_func_8008a2d8.c,b85782273c10cbfb5201e62e01b7b77b6e93f94b24a2182d8a1572f91bf321de,C_MATCHING
STCRDDEK,0x8008a36c,0x8008a3d8,108,STCRDDEK_func_8008a36c,src/stcrddek/stcrddek_func_8008a36c.c,a0e60b7fac98996152cdcaddc40b4cff1a74e72b4d7a30be9330df2cea8fb529,C_MATCHING
STCRDSHP,0x8008300c,0x800832c8,700,STCRDSHP_func_8008300c,src/stcrdshp/stcrdshp_func_8008300c.c,f9ff20381b8b28555f69bd4df28fcefab93102e76e3ae66a46ab5133fc4d20d5,C_MATCHING
STCRDSHP,0x800832c8,0x800835b8,752,STCRDSHP_func_800832c8,src/stcrdshp/stcrdshp_func_800832c8.c,be8f69c206fa03cb61a6df5f189a63987d2a7e6dee52b2960657c50bbf475101,C_MATCHING
STCRDSHP,0x800835b8,0x80083780,456,STCRDSHP_func_800835b8,src/stcrdshp/stcrdshp_func_800835b8.c,4fdd48dc9221337acf6a15952ddf8d51cd5db6ecefa9abe985b4df09f7b8ab96,C_MATCHING
STCRDSHP,0x80083780,0x80083ba8,1064,STCRDSHP_func_80083780,src/stcrdshp/stcrdshp_func_80083780.c,f874c1dad3c4c316818dca1040a2c988fd6164e6f6b02419d8c074af52e4aec0,C_MATCHING
STCRDSHP,0x80083ba8,0x800843c0,2072,STCRDSHP_func_80083ba8,src/stcrdshp/stcrdshp_func_80083ba8.c,c1cc3573aff5e0e33d0d5020f5f8c28a50464a17796191a51373a421117b1e37,C_MATCHING
STCRDSHP,0x800843c0,0x800844b8,248,STCRDSHP_func_800843c0,src/stcrdshp/stcrdshp_func_800843c0.c,e4c9959367411ef45779b771ee219221a658ffc64ea44331aca71b9c2ec74131,C_MATCHING
STCRDSHP,0x800844b8,0x800852cc,3604,STCRDSHP_func_800844b8,src/stcrdshp/stcrdshp_func_800844b8.c,b7133facca183ca7cd8510f86de44ae1b471873bd4de1c9922e4316a87e38c7c,C_MATCHING
STCRDSHP,0x800852cc,0x8008536c,160,STCRDSHP_func_800852cc,src/stcrdshp/stcrdshp_func_800852cc.c,0c3cc845f874d5181a5097284b6bced8ed9912061248c0582b141ab574b58eab,C_MATCHING
STCRDSHP,0x8008536c,0x800853b4,72,STCRDSHP_func_8008536c,src/stcrdshp/stcrdshp_func_8008536c.c,73e5b862f926b0e447f387f115eedb3579264ec2efac19587bc13bdd564c0dbd,C_MATCHING
STCRDSHP,0x800853b4,0x8008543c,136,STCRDSHP_func_800853b4,src/stcrdshp/stcrdshp_func_800853b4.c,5286692b77e35ede86e088b2fecc2d309c79e74745f3ad4646f108cbdc7d213f,C_MATCHING
STCRDSHP,0x8008543c,0x80085580,324,STCRDSHP_func_8008543c,src/stcrdshp/stcrdshp_func_8008543c.c,cbe54c2f8bd284de54e233a3e1d2d89ef983d52dc37bc3a22e66add4c6ef38df,C_MATCHING
STCRDSHP,0x80085580,0x80085634,180,STCRDSHP_func_80085580,src/stcrdshp/stcrdshp_func_80085580.c,add3d904d398d24cb0febe65ecc77705cc51c1a639b933a8ca02738462cd9eda,C_MATCHING
STCRDSHP,0x80085634,0x80085678,68,STCRDSHP_func_80085634,src/stcrdshp/stcrdshp_func_80085634.c,f9c00f5319be6ac1488f5a3ae81faa80c5e0662996cb17d3629b2abf1ac7961d,C_MATCHING
STCRDSHP,0x80085678,0x80085730,184,STCRDSHP_func_80085678,src/stcrdshp/stcrdshp_func_80085678.c,4da733df16c51492a6326ecd2f21aed5cfb5f9a0eeec05456c2531d37527cac4,C_MATCHING
STCRDSHP,0x80085730,0x80085788,88,STCRDSHP_func_80085730,src/stcrdshp/stcrdshp_func_80085730.c,ee5c0667ec8e127df4906bdd7dba586830120bd16498bea1abb6f6d996f5764a,C_MATCHING
STCRDSHP,0x80085788,0x800857b0,40,STCRDSHP_func_80085788,src/stcrdshp/stcrdshp_func_80085788.c,74d561d21010a82f2d07f22f05ce2ae904666ceecff2fe2d2848d15b0545aa87,C_MATCHING
STCRDSHP,0x800857b0,0x80085bac,1020,STCRDSHP_func_800857b0,src/stcrdshp/stcrdshp_func_800857b0.c,109431c71cb78a4c5323059e3a12eed05771ef311e71e4554768db978f121fdf,C_MATCHING
STCRDSHP,0x80085bac,0x80085cd8,300,STCRDSHP_func_80085bac,src/stcrdshp/stcrdshp_func_80085bac.c,72efcc490227614d221d4ff522ff28a8b813fd28910657209883e56fe9e6976d,C_MATCHING
STCRDSHP,0x80085cd8,0x80085da0,200,STCRDSHP_func_80085cd8,src/stcrdshp/stcrdshp_func_80085cd8.c,11a515f53b66cce8675983caf0655840ed0677526574d66c79bec6705c5f4092,C_MATCHING
STCRDSHP,0x80085da0,0x80085fdc,572,STCRDSHP_func_80085da0,src/stcrdshp/stcrdshp_func_80085da0.c,63b4de69d50b16d68d90cb13dd7b10ecd3c4b4eab5e2861b67571802aff89194,C_MATCHING
STCRDSHP,0x80085fdc,0x80086074,152,STCRDSHP_func_80085fdc,src/stcrdshp/stcrdshp_func_80085fdc.c,91d8d45a5d0136765a1054aa04bdcba8db0485a5a89f8a22ab9faaabb5a59320,C_MATCHING
STCRDSHP,0x80086074,0x8008627c,520,STCRDSHP_func_80086074,src/stcrdshp/stcrdshp_func_80086074.c,66ceaa326840759eaa4bef01996272029ee84feaecba5428bf9a01078124d480,C_MATCHING
STCRDSHP,0x8008627c,0x8008674c,1232,STCRDSHP_func_8008627c,src/stcrdshp/stcrdshp_func_8008627c.c,dbc7fd8d9b5b63136a1ea30c2c624ee3b3208e04932cc6d1fa027805ced0ff74,C_MATCHING
STCRDSHP,0x8008674c,0x80086dc4,1656,STCRDSHP_func_8008674c,src/stcrdshp/stcrdshp_func_8008674c.c,e0125746cb24ecc73c304cab440c4a331b3bf0a095dcd9d11c121261b2f8f972,C_MATCHING
STCRDSHP,0x80086dc4,0x80087a2c,3176,STCRDSHP_func_80086dc4,src/stcrdshp/stcrdshp_func_80086dc4.c,44e0a3e9b974635d2856aa21eae1f1e16c12f6915dc9ddb70cde892ab4ee8f93,C_MATCHING
STCRDSHP,0x80087a2c,0x80087b84,344,STCRDSHP_func_80087a2c,src/stcrdshp/stcrdshp_func_80087a2c.c,ea6057032a94603b0f35a05a16dab6b444f6fa876406afccf5068ba2b9625e09,C_MATCHING
STCRDSHP,0x80087b84,0x80087bdc,88,STCRDSHP_func_80087b84,src/stcrdshp/stcrdshp_func_80087b84.c,90719b2c52d45668b6e1109ff1f6579e1aa70a1695a356410107dce4511d71ad,C_MATCHING
STCRDSHP,0x80087bdc,0x80087cd4,248,STCRDSHP_func_80087bdc,src/stcrdshp/stcrdshp_func_80087bdc.c,bb6a101d04505ab051d3dd6504d91a3ac1ce94b7cbcd91724737d5d48d7aac8a,C_MATCHING
STCRDSHP,0x80087cd4,0x80087d00,44,STCRDSHP_func_80087cd4,src/stcrdshp/stcrdshp_func_80087cd4.c,603c88b2071bcabf7b73251a1d2567c6b09e207e5de219d6157678bec2aa25fc,C_MATCHING
STCRDSHP,0x80087d00,0x80087e8c,396,STCRDSHP_func_80087d00,src/stcrdshp/stcrdshp_func_80087d00.c,5eea64125735e256b362a26db4529b75ff906bcbc410a8977c35d857df4cc6df,C_MATCHING
STCRDSHP,0x80087e8c,0x80087fac,288,STCRDSHP_func_80087e8c,src/stcrdshp/stcrdshp_func_80087e8c.c,f26c18de9d0fd4c0430d5219a6946a16f48cfeff789725b613f836feb747513b,C_MATCHING
STCRDSHP,0x80087fac,0x800880c4,280,STCRDSHP_func_80087fac,src/stcrdshp/stcrdshp_func_80087fac.c,720aff1dddd019b13fbf1beb54e0516ecc1f5caeb1c6c7bd45cdd224339a4727,C_MATCHING
STCRDSHP,0x800880c4,0x8008838c,712,STCRDSHP_func_800880c4,src/stcrdshp/stcrdshp_func_800880c4.c,ab98f27334b007536aa1490b1646f90bd90431bf4709d34a564df3eaaee39e52,C_MATCHING
STCRDSHP,0x8008838c,0x80088afc,1904,STCRDSHP_func_8008838c,src/stcrdshp/stcrdshp_func_8008838c.c,ee3decbedf5905d110bf1568beefad63f9801fa1fb23a4170d862ff9011d7517,C_MATCHING
STCRDSHP,0x80088afc,0x80088b50,84,STCRDSHP_func_80088afc,src/stcrdshp/stcrdshp_func_80088afc.c,1d6537cc521fb93b8b049bd49d86b55b5f86d773ab3875f910deda391ad09b22,C_MATCHING
STCRDSHP,0x80088b50,0x80088ca0,336,STCRDSHP_func_80088b50,src/stcrdshp/stcrdshp_func_80088b50.c,2c155c45deaeadf0592574af07a4706f8421e16a6d9f413050c400581b37afad,C_MATCHING
STCRDSHP,0x80088ca0,0x80088e24,388,STCRDSHP_func_80088ca0,src/stcrdshp/stcrdshp_func_80088ca0.c,b4f2eb054c542b0830d8c5154fbcfea9903cc5bd3f03dd41e5cb5814717e3f2d,C_MATCHING
STCRDSHP,0x80088e24,0x80088ef4,208,STCRDSHP_func_80088e24,src/stcrdshp/stcrdshp_func_80088e24.c,44ecce5f7ebbf4057965673028da718761c36145ad394d99d777d007dd4af4f4,C_MATCHING
STCRDSHP,0x80088ef4,0x80088fb4,192,STCRDSHP_func_80088ef4,src/stcrdshp/stcrdshp_func_80088ef4.c,7ae6f324f20ea2d3b50f6f0b3e8215d993b4b7f7aa1a519e77edcc3339bf88f1,C_MATCHING
STCRDSHP,0x80088fb4,0x80089048,148,STCRDSHP_func_80088fb4,src/stcrdshp/stcrdshp_func_80088fb4.c,a7436dbfe9bd0eda56c5bffdad64e21d185c0e1e84069aef12d2034e4fdbf500,C_MATCHING
STCRDSHP,0x80089048,0x800890b4,108,STCRDSHP_func_80089048,src/stcrdshp/stcrdshp_func_80089048.c,7c82d0eee3c86244322df5ffb8874448bf34991355573033756eba035c14172a,C_MATCHING
STCRDSHP,0x800890b4,0x800890f4,64,STCRDSHP_func_800890b4,src/stcrdshp/stcrdshp_func_800890b4.c,1fec353bd8b18adbb7d12a38b9ae4b9879b76bbd24510c9b4fc9b0e6d5d42bf2,C_MATCHING
STCRDSHP,0x80089160,0x8008923c,220,STCRDSHP_func_80089160,src/stcrdshp/stcrdshp_func_80089160.c,4ab41f9704cb362d9376f349f45cfe1547d3657aad03d6e807e07671ea8bc077,C_MATCHING
STCRDSHP,0x8008923c,0x80089288,76,STCRDSHP_func_8008923c,src/stcrdshp/stcrdshp_func_8008923c.c,70b3895999505e32e75a877235e27955c05166814a19d5b9878e28398db10a20,C_MATCHING
